"Geneid","NT_shRNA_hepg2_rep1","NT_shRNA_hepg2_rep2","TARDBP_shRNA_hepg2_rep1","TARDBP_shRNA_hepg2_rep2"
"ENSG00000196123.12_2",551,599,485,455
"ENSG00000205250.8_3",1682,1996,1268,1239
"ENSG00000102890.14_2",61,66,79,79
"ENSG00000125122.15_5",5,16,10,15
"ENSG00000168701.18_2",154,230,180,145
"ENSG00000135723.13_3",648,806,528,490
"ENSG00000135740.16_3",82,110,69,82
"ENSG00000262691.1_6",68,53,35,33
"ENSG00000196155.12_3",233,258,233,190
"ENSG00000159713.10_2",18,6,4,1
"ENSG00000159714.11_4",45,41,36,35
"ENSG00000176387.6_2",442,494,192,198
"ENSG00000203401.4",34,58,11,18
"ENSG00000159720.11_3",869,835,1135,1091
"ENSG00000270049.2_5",34,43,30,28
"ENSG00000039523.19_6",3269,3035,2616,3046
"ENSG00000260894.1_6",2,6,0,1
"ENSG00000280214.1_6",8,16,10,5
"ENSG00000102974.15_3",3512,3611,1508,1364
"ENSG00000159753.13_5",93,107,46,44
"ENSG00000102977.14_4",816,1008,424,429
"ENSG00000102981.9_2",26,44,40,37
"ENSG00000124074.11_2",160,202,137,136
"ENSG00000159761.14_3",20,24,17,22
"ENSG00000141098.12_3",481,472,450,405
"ENSG00000141084.10_4",979,1109,1204,1180
"ENSG00000270165.1_6",5,3,7,4
"ENSG00000102904.14_5",19,28,17,11
"ENSG00000102901.12_3",1290,1532,1024,938
"ENSG00000168286.2_2",290,430,263,213
"ENSG00000102898.11_3",3065,3199,1842,2016
"ENSG00000038358.14_3",1334,1694,1251,1013
"ENSG00000263126.1_6",45,55,46,48
"ENSG00000159792.9_2",547,635,773,639
"ENSG00000261884.2_6",38,43,34,30
"ENSG00000205220.11_3",47,57,56,38
"ENSG00000213398.7_4",636,810,1028,947
"ENSG00000124067.16_4",2362,3009,3331,3138
"ENSG00000167264.17_4",281,309,217,246
"ENSG00000182810.6_3",202,216,121,102
"ENSG00000072736.18_4",2049,2541,1920,1719
"ENSG00000263276.1_6",22,23,19,21
"ENSG00000262160.1_6",135,156,209,239
"ENSG00000103067.13_4",1288,1640,1559,1459
"ENSG00000103066.12_5",363,524,426,412
"ENSG00000103064.14_4",2100,2288,2717,2497
"ENSG00000103061.12_3",861,826,502,531
"ENSG00000279649.1_6",5,5,8,8
"ENSG00000132600.16_4",591,674,590,516
"ENSG00000259797.1_6",5,3,13,2
"ENSG00000103056.11_3",6,8,3,2
"ENSG00000184939.15_2",778,851,783,693
"ENSG00000275383.1_5",5,8,7,6
"ENSG00000039068.18_5",1022,900,1092,1007
"ENSG00000260459.2_4",19,16,38,25
"ENSG00000103047.7_3",351,360,265,236
"ENSG00000103044.10_2",24,20,22,25
"ENSG00000168802.12_5",1206,1504,885,759
"ENSG00000141076.17_5",1739,1899,1232,1122
"ENSG00000168807.16_3",945,969,684,670
"ENSG00000132612.15_3",382,518,444,508
"ENSG00000213380.15_4",706,899,935,783
"ENSG00000258429.1_3",7,16,16,12
"ENSG00000132603.14_4",1096,1239,552,479
"ENSG00000157315.4_3",16,11,36,44
"ENSG00000132604.10_4",1046,1126,830,794
"ENSG00000103018.16_4",4838,5087,1964,1685
"ENSG00000102908.20_4",6048,6037,4669,4383
"ENSG00000181019.12_2",3642,4632,2049,1816
"ENSG00000262136.1_5",4,5,0,8
"ENSG00000141101.12_2",2200,2841,1362,1283
"ENSG00000260290.2_5",53,60,42,34
"ENSG00000198373.12_4",1823,2058,1462,1437
"ENSG00000196696.12_6",151,192,270,197
"ENSG00000090857.13_2",2332,2611,2441,2191
"ENSG00000261556.9_5",29,28,22,27
"ENSG00000223496.2_3",1095,1121,662,619
"ENSG00000090861.15_3",3204,3966,3064,2736
"ENSG00000157349.16_3",345,387,272,217
"ENSG00000260537.2_6",3,6,0,3
"ENSG00000261777.5_5",17,17,10,8
"ENSG00000168872.16_3",344,450,411,341
"ENSG00000157350.12_2",651,827,578,490
"ENSG00000260111.1_5",3,6,6,5
"ENSG00000157353.16_2",158,269,251,263
"ENSG00000103051.18_3",858,1025,729,713
"ENSG00000189091.12_3",8229,9818,3871,3633
"ENSG00000157368.10_2",11,11,5,4
"ENSG00000132613.14_2",8726,10173,9620,9883
"ENSG00000103043.14_3",865,1105,861,869
"ENSG00000214353.7_6",7,5,7,5
"ENSG00000157423.17_6",2,5,1,1
"ENSG00000180917.17_3",959,827,879,899
"ENSG00000172137.18_3",32,30,15,15
"ENSG00000167377.18_5",57,51,63,44
"ENSG00000157429.15_3",87,102,77,85
"ENSG00000198650.10_2",118,134,90,67
"ENSG00000260886.1_5",3,4,6,6
"ENSG00000140832.9_3",124,141,149,123
"ENSG00000040199.18_4",702,776,493,537
"ENSG00000166747.12_3",4510,4532,3608,3394
"ENSG00000224470.7_3",1721,2081,2075,1849
"ENSG00000182149.20_4",3429,3785,2702,2395
"ENSG00000102984.14_5",133,196,143,148
"ENSG00000102967.11_3",367,375,233,200
"ENSG00000140830.8_2",344,379,233,201
"ENSG00000257017.4",1225,1773,1279,1126
"ENSG00000261701.7_3",135,207,175,136
"ENSG00000140829.11_4",3237,3853,2034,1765
"ENSG00000118557.15_5",158,206,200,173
"ENSG00000261008.6_5",112,156,105,97
"ENSG00000259768.5_6",198,201,77,65
"ENSG00000140836.16_6",4114,4206,3341,3231
"ENSG00000259209.3_5",11,11,7,2
"ENSG00000271009.3_6",24,29,35,31
"ENSG00000103035.10_2",3979,4681,2079,1746
"ENSG00000259972.2_6",125,137,179,147
"ENSG00000239763.2_5",41,71,67,54
"ENSG00000214331.8_5",121,125,127,86
"ENSG00000196436.8_2",46,67,98,91
"ENSG00000140839.11_2",3,12,2,1
"ENSG00000090863.11_3",7287,8774,8571,7916
"ENSG00000168411.13_3",2582,2989,1051,929
"ENSG00000262904.1_4",10,16,4,3
"ENSG00000168404.12_3",403,441,185,195
"ENSG00000103091.14_3",2031,2394,2377,2302
"ENSG00000186187.11_5",965,997,1158,1144
"ENSG00000247033.1_5",2,5,6,11
"ENSG00000166816.14_5",50,60,90,87
"ENSG00000261058.1_5",2,5,33,26
"ENSG00000184517.11_2",438,522,434,364
"ENSG00000050820.16_6",2397,2782,2266,2270
"ENSG00000280152.1_6",37,44,30,29
"ENSG00000153774.8_3",1567,1914,1176,1156
"ENSG00000261783.1_6",10,13,11,8
"ENSG00000274220.1_5",48,63,81,70
"ENSG00000166822.12_4",781,883,991,843
"ENSG00000261476.1_6",6,10,9,5
"ENSG00000183196.9_3",67,56,41,39
"ENSG00000205084.10_3",98,114,64,58
"ENSG00000276408.1_5",3,7,1,0
"ENSG00000034713.7_2",582,612,726,599
"ENSG00000065457.10_5",496,604,451,400
"ENSG00000065427.14_5",3590,4086,2280,2157
"ENSG00000166848.5_2",2994,2893,2539,2341
"ENSG00000103111.14_5",1609,1647,1542,1512
"ENSG00000205078.5_5",4,4,2,7
"ENSG00000140876.11_3",131,139,113,122
"ENSG00000171724.2_4",1,1,2,8
"ENSG00000186153.16_3",299,299,222,203
"ENSG00000276007.1_6",82,85,87,90
"ENSG00000260733.1_5",3,4,8,9
"ENSG00000178573.6_2",84,76,166,194
"ENSG00000259867.5_6",97,81,345,300
"ENSG00000166446.14_3",43,42,44,20
"ENSG00000260896.5_4",4,6,5,3
"ENSG00000103121.8_3",410,473,318,309
"ENSG00000278985.1_6",12,13,16,11
"ENSG00000166451.13_3",603,692,174,163
"ENSG00000261061.1_6",243,282,73,95
"ENSG00000166454.9_3",2783,2878,1856,1785
"ENSG00000260643.2_6",18,24,8,8
"ENSG00000140905.10_3",87,76,72,65
"ENSG00000166473.17_5",105,143,95,113
"ENSG00000135697.9_2",6,3,3,5
"ENSG00000260495.1_5",10,8,12,7
"ENSG00000261609.6_4",480,546,309,271
"ENSG00000153815.16_4",9370,8394,7098,8176
"ENSG00000279841.1_6",1,2,6,1
"ENSG00000197943.9_3",6,7,18,27
"ENSG00000086696.10_3",165,274,511,485
"ENSG00000135698.9_2",830,864,394,383
"ENSG00000230989.6_2",2330,2453,2153,1921
"ENSG00000103150.5_3",332,282,289,296
"ENSG00000260300.5_6",9,4,7,10
"ENSG00000140961.12_3",275,344,422,421
"ENSG00000140943.16_3",3792,4146,4193,3778
"ENSG00000274677.1_6",10,6,4,8
"ENSG00000260018.1_5",6,5,19,19
"ENSG00000103160.11_3",1005,1066,693,600
"ENSG00000154099.17_2",10,5,1,4
"ENSG00000103168.16_6",721,928,906,860
"ENSG00000064270.12_3",0,1,7,3
"ENSG00000261286.1_5",19,18,7,11
"ENSG00000140950.15_2",357,416,235,187
"ENSG00000103187.7_2",1017,1116,271,260
"ENSG00000135686.12_2",875,980,1208,1119
"ENSG00000103194.15_3",3953,4479,2432,2316
"ENSG00000103196.11_3",9,11,1,6
"ENSG00000279622.2_5",7,4,6,6
"ENSG00000153786.12_3",2018,2141,1669,1528
"ENSG00000135709.12_3",53,66,100,63
"ENSG00000278214.1_4",5,6,6,7
"ENSG00000131149.18_3",2931,3487,3310,3201
"ENSG00000260417.1_5",6,7,2,3
"ENSG00000263968.1",5,7,4,4
"ENSG00000131153.8_3",771,918,178,178
"ENSG00000131148.8_3",482,558,432,402
"ENSG00000252311.1",8,6,6,8
"ENSG00000131143.8_3",1943,2339,1749,1596
"ENSG00000270020.1_5",5,4,3,2
"ENSG00000103248.18_4",231,323,258,239
"ENSG00000280278.1_4",5,13,8,15
"ENSG00000260456.6_5",14,7,4,6
"ENSG00000270006.2_5",3,6,4,2
"ENSG00000103264.17_3",2146,2510,2183,2196
"ENSG00000140941.12_2",2024,2175,1355,1387
"ENSG00000140948.11_3",1807,2167,1782,1775
"ENSG00000276337.1_6",9,12,1,6
"ENSG00000260750.5_5",6,9,3,1
"ENSG00000277504.1_5",1,5,0,1
"ENSG00000226180.3_5",35,44,28,29
"ENSG00000104731.13_4",891,925,864,776
"ENSG00000103257.8_2",5875,7852,5209,5049
"ENSG00000174990.5_4",204,306,424,379
"ENSG00000260603.1_6",2,8,13,2
"ENSG00000172530.20_6",234,290,226,159
"ENSG00000179588.8_2",314,454,548,644
"ENSG00000158545.15_5",3441,3850,2074,2040
"ENSG00000051523.10_3",1046,1317,1304,1148
"ENSG00000167508.11_3",1941,2572,3436,3546
"ENSG00000260630.6_5",58,74,112,104
"ENSG00000158717.10_2",594,634,434,405
"ENSG00000174177.12_2",208,241,170,140
"ENSG00000278341.1_5",6,6,13,14
"ENSG00000103335.22_4",2440,3259,3769,3464
"ENSG00000260121.1_5",0,1,1,5
"ENSG00000167513.8_4",537,887,207,141
"ENSG00000198931.10_2",486,704,768,684
"ENSG00000141012.12_3",472,503,606,554
"ENSG00000167515.10_2",365,518,342,305
"ENSG00000129993.14_3",6,11,5,8
"ENSG00000176715.16_4",582,637,603,547
"ENSG00000129910.7_2",36,44,31,23
"ENSG00000259803.6_3",352,743,826,647
"ENSG00000259877.2_5",54,77,105,68
"ENSG00000170100.13_3",427,369,444,421
"ENSG00000167522.15_5",7145,8266,7394,7161
"ENSG00000268218.1_5",22,33,27,29
"ENSG00000260279.3_5",14,32,19,12
"ENSG00000197912.15_4",2394,3023,2579,2322
"ENSG00000261118.1_5",9,6,9,11
"ENSG00000167526.13_3",4975,6798,6751,5935
"ENSG00000178773.14_5",14,20,14,14
"ENSG00000015413.9_5",196,268,110,82
"ENSG00000131165.14_2",1246,1613,1078,964
"ENSG00000167523.13_3",301,314,226,188
"ENSG00000275734.2_6",48,47,39,40
"ENSG00000185324.21_3",69,86,70,54
"ENSG00000260259.1_4",3,6,30,24
"ENSG00000158792.15_3",79,133,163,156
"ENSG00000075399.13_5",415,538,771,719
"ENSG00000261373.1_5",2,4,11,14
"ENSG00000158805.11_3",439,544,588,545
"ENSG00000187741.14_4",1576,2139,875,717
"ENSG00000204991.10_4",312,550,789,731
"ENSG00000141002.19_3",2209,2604,2610,2374
"ENSG00000258839.3_3",16,22,37,32
"ENSG00000259006.1_5",4,10,1,3
"ENSG00000258947.6_5",89,99,47,33
"ENSG00000140995.16_4",716,876,846,695
"ENSG00000177946.4",476,534,425,393
"ENSG00000223959.8_2",615,796,568,490
"ENSG00000003249.13_2",1150,1208,992,1004
"ENSG00000141013.16_3",723,855,573,505
"ENSG00000222019.7_4",16,12,15,28
"ENSG00000261812.6_2",16,30,12,22
"ENSG00000260528.4_4",97,104,100,85
"ENSG00000260923.6_4",36,28,18,18
"ENSG00000181031.15_5",254,302,211,223
"ENSG00000262294.1_6",17,12,17,17
"ENSG00000262558.1_6",11,20,17,11
"ENSG00000187624.8_5",23,29,26,31
"ENSG00000183688.4_3",364,431,346,269
"ENSG00000141252.19_4",760,833,725,699
"ENSG00000244097.1_2",8,5,11,5
"ENSG00000167695.14_2",749,881,577,623
"ENSG00000179409.10_5",413,479,193,198
"ENSG00000231784.8_3",5,5,10,7
"ENSG00000167699.13_3",1007,1052,708,618
"ENSG00000262228.2_6",4,8,8,3
"ENSG00000171861.10_5",128,168,107,97
"ENSG00000167693.16_3",1037,1086,665,707
"ENSG00000177370.4_2",742,734,468,458
"ENSG00000159842.15_5",1281,1324,1162,1083
"ENSG00000108953.16_2",9536,10042,5734,5704
"ENSG00000167193.7_2",1318,1435,1218,1066
"ENSG00000197879.16_5",1921,2335,1925,1725
"ENSG00000132376.19_3",101,139,144,110
"ENSG00000236618.2_5",88,103,94,86
"ENSG00000174238.14_3",1641,1678,1765,1718
"ENSG00000167703.14_3",291,378,479,415
"ENSG00000238946.1",5,2,0,0
"ENSG00000074660.15_4",3,9,6,8
"ENSG00000167705.11_3",65,79,56,69
"ENSG00000174231.16_3",9995,12793,7919,7306
"ENSG00000185561.9_2",98,70,90,90
"ENSG00000186594.14_3",97,133,284,237
"ENSG00000167716.18_3",427,599,615,597
"ENSG00000167711.13_2",3534,5283,10702,9753
"ENSG00000132386.10_2",9906,12948,24977,23187
"ENSG00000186532.11_3",277,352,188,198
"ENSG00000132383.11_2",1873,2209,741,752
"ENSG00000108958.4_5",5,9,6,7
"ENSG00000185924.6_3",5,1,4,2
"ENSG00000262445.3_5",22,21,50,29
"ENSG00000228133.2_4",10,10,7,11
"ENSG00000108963.17_4",380,446,479,567
"ENSG00000177374.12_5",3,2,6,1
"ENSG00000070366.13_5",1491,1595,1242,1220
"ENSG00000167720.12_3",170,170,173,181
"ENSG00000262333.1_4",20,19,25,18
"ENSG00000167721.10_3",2479,2916,1392,1199
"ENSG00000275084.3_3",3,6,4,6
"ENSG00000141258.12_3",1293,1498,1532,1473
"ENSG00000070444.14_2",762,873,925,932
"ENSG00000127804.12_3",701,780,424,406
"ENSG00000007168.12_3",2029,2118,1576,1449
"ENSG00000279432.1_6",7,6,4,9
"ENSG00000239884.2",7,8,8,10
"ENSG00000132361.16_4",2367,3300,2347,2225
"ENSG00000262050.1_5",4,10,17,6
"ENSG00000132359.14_4",677,790,515,495
"ENSG00000167723.14_3",43,57,20,18
"ENSG00000196689.12_5",118,139,159,138
"ENSG00000263338.1_6",1,2,4,5
"ENSG00000197417.7_3",53,62,51,36
"ENSG00000262248.1_5",6,3,1,4
"ENSG00000040531.14_4",393,480,508,509
"ENSG00000262903.1_5",19,18,25,22
"ENSG00000213977.7_3",27,36,21,34
"ENSG00000257950.3_3",3,5,3,3
"ENSG00000240898.1_5",1,6,2,2
"ENSG00000127774.6_4",465,644,460,384
"ENSG00000083454.21_3",17,13,18,23
"ENSG00000083457.11_2",103,125,110,97
"ENSG00000177602.5_5",121,194,56,51
"ENSG00000074356.16_2",1749,1883,1542,1564
"ENSG00000004660.14_2",21,49,27,34
"ENSG00000108405.3_2",2,1,5,5
"ENSG00000074755.14_4",762,831,953,912
"ENSG00000167740.9_3",145,160,195,130
"ENSG00000185722.17_4",1771,1837,1299,1262
"ENSG00000132388.12_2",1652,1706,1316,1260
"ENSG00000132382.14_4",1517,1839,1165,1062
"ENSG00000167741.10_4",8,8,16,16
"ENSG00000188176.11_3",5,9,3,4
"ENSG00000141456.14_4",1718,2018,1246,1155
"ENSG00000244184.1_5",4,6,3,5
"ENSG00000213939.4_5",21,31,38,32
"ENSG00000141480.17_2",1116,1282,1066,1112
"ENSG00000161920.9_3",167,230,130,99
"ENSG00000161921.14_4",1327,1622,3505,3502
"ENSG00000141497.13_3",35,48,93,89
"ENSG00000142484.6_2",188,234,458,453
"ENSG00000280254.1_6",10,25,30,27
"ENSG00000182327.7_3",56,94,155,153
"ENSG00000142507.9_2",1159,1495,932,876
"ENSG00000262165.2_6",3,9,11,7
"ENSG00000129219.13_3",427,505,495,427
"ENSG00000141503.15_3",2750,3267,3701,3421
"ENSG00000108556.8_3",20,20,22,24
"ENSG00000205710.3_2",1,8,8,4
"ENSG00000108528.13_2",424,524,378,318
"ENSG00000108523.15_3",1406,1647,1411,1616
"ENSG00000108518.7_2",18877,19204,8119,9267
"ENSG00000108515.17_5",822,884,449,432
"ENSG00000091640.7_2",859,949,784,712
"ENSG00000108509.20_4",1013,1124,1377,1357
"ENSG00000262429.1_5",0,4,3,7
"ENSG00000234203.1_5",3,6,10,9
"ENSG00000262227.1_5",8,17,16,7
"ENSG00000196388.8_2",27,32,85,77
"ENSG00000129250.11_2",5898,7381,7900,7234
"ENSG00000167840.13_2",330,383,209,191
"ENSG00000234327.7_5",11,22,12,11
"ENSG00000129204.16_2",8,5,6,9
"ENSG00000180626.9_3",193,235,215,194
"ENSG00000261879.6_5",14,18,15,16
"ENSG00000029725.16_5",1894,2141,1365,1249
"ENSG00000108559.11_3",944,987,639,639
"ENSG00000129197.14_2",665,794,652,609
"ENSG00000108561.8_3",6379,7372,3437,3142
"ENSG00000005100.12_5",1630,1921,989,813
"ENSG00000072849.10_3",477,589,514,408
"ENSG00000167842.15_2",569,647,451,421
"ENSG00000091592.15_4",94,91,102,97
"ENSG00000179314.14_4",64,64,41,36
"ENSG00000129195.15_5",174,177,47,35
"ENSG00000091622.15_3",32,25,32,32
"ENSG00000198920.9_5",657,647,361,350
"ENSG00000282936.1_5",50,49,30,24
"ENSG00000129235.10_2",486,657,363,307
"ENSG00000108590.10_2",121,152,120,101
"ENSG00000256806.5_3",161,170,219,220
"ENSG00000261996.1_5",8,9,17,16
"ENSG00000141485.16_3",3041,4148,5960,5400
"ENSG00000132530.16_4",143,184,318,245
"ENSG00000177294.6_2",0,2,6,9
"ENSG00000262943.7_2",162,149,166,154
"ENSG00000215067.9_6",49,58,79,84
"ENSG00000262089.1_6",2,2,5,6
"ENSG00000219200.6",59,69,90,68
"ENSG00000258315.5_4",12,16,19,12
"ENSG00000174327.6_2",195,252,333,296
"ENSG00000132514.13_3",0,1,6,7
"ENSG00000161944.16_4",4207,5552,7303,6604
"ENSG00000141505.11_5",2898,4897,7040,6252
"ENSG00000132535.19_4",354,328,232,211
"ENSG00000279812.1_6",25,11,12,11
"ENSG00000072778.19_2",4033,4969,4703,4137
"ENSG00000004975.11_2",566,750,610,501
"ENSG00000040633.12_3",842,844,669,686
"ENSG00000170296.9_3",251,311,299,255
"ENSG00000279641.1_5",1,2,1,9
"ENSG00000175826.11_3",1052,1364,1053,980
"ENSG00000170291.14_4",434,465,320,336
"ENSG00000181856.14_2",78,117,77,64
"ENSG00000006047.12_2",10,9,9,5
"ENSG00000132507.17_2",4269,5220,3237,3062
"ENSG00000132522.15_3",62,78,77,62
"ENSG00000215041.9_3",552,667,551,546
"ENSG00000213859.5_3",87,99,111,104
"ENSG00000174292.12_4",80,112,71,66
"ENSG00000187838.16_4",7,5,5,4
"ENSG00000205544.3_3",18,28,13,18
"ENSG00000169992.9_2",881,1229,1096,1062
"ENSG00000181284.2_3",77,75,55,48
"ENSG00000161958.10_3",7,16,10,12
"ENSG00000170175.10_3",710,678,729,644
"ENSG00000174282.11_2",1276,1362,1945,1888
"ENSG00000181222.15_4",18912,18542,8714,9888
"ENSG00000239697.10_3",83,86,71,95
"ENSG00000276384.1_5",4,7,1,3
"ENSG00000161955.16_3",152,148,109,99
"ENSG00000161956.12_3",111,167,119,116
"ENSG00000277957.1_3",6,7,3,2
"ENSG00000161960.14_3",242,284,183,153
"ENSG00000233223.2_5",24,43,20,17
"ENSG00000129255.15_3",806,993,928,924
"ENSG00000129194.7_2",10,0,3,1
"ENSG00000129245.11_2",541,620,557,545
"ENSG00000129214.14_4",14,26,145,115
"ENSG00000141504.11_2",320,392,456,422
"ENSG00000129244.8_2",8,13,29,33
"ENSG00000141510.17_5",1671,1578,1052,1065
"ENSG00000141499.16_4",413,480,147,146
"ENSG00000108947.4_2",19,22,6,3
"ENSG00000132510.10_2",2072,2203,2929,3290
"ENSG00000167874.6_2",31,38,50,45
"ENSG00000183011.13_4",178,249,133,132
"ENSG00000182224.11_3",76,100,53,38
"ENSG00000280046.1_6",11,18,11,4
"ENSG00000170004.16_5",745,783,1138,1162
"ENSG00000179859.9_6",14,26,29,26
"ENSG00000170049.9_3",21,33,26,20
"ENSG00000170043.11_3",714,661,557,586
"ENSG00000170037.13_5",638,870,513,489
"ENSG00000179477.10_3",1,7,1,1
"ENSG00000214999.3_5",19,27,31,30
"ENSG00000179094.15_4",186,260,300,287
"ENSG00000220205.8_4",570,534,866,901
"ENSG00000179029.14_4",49,53,25,16
"ENSG00000196544.7_2",59,88,89,74
"ENSG00000178999.12_4",660,834,186,170
"ENSG00000178977.3_2",3,7,5,1
"ENSG00000178971.14_4",591,629,972,917
"ENSG00000178921.13_6",1127,1591,865,793
"ENSG00000269947.1_5",4,10,4,9
"ENSG00000125434.10_2",154,180,157,160
"ENSG00000108961.13_2",138,203,122,163
"ENSG00000271029.1_5",5,9,10,11
"ENSG00000184619.5_5",21,18,13,18
"ENSG00000198150.2",37,39,24,30
"ENSG00000161970.14_5",2413,2640,2141,2116
"ENSG00000166579.15_4",2343,2699,2270,2050
"ENSG00000133026.12_6",7161,8673,4028,3458
"ENSG00000244604.1_5",2,7,4,4
"ENSG00000065320.8_2",7,5,7,3
"ENSG00000170310.14_3",331,405,278,265
"ENSG00000271851.1_6",21,32,28,34
"ENSG00000154914.16_4",58,79,75,59
"ENSG00000065325.12_3",11,18,8,8
"ENSG00000007237.18_4",77,83,47,50
"ENSG00000242692.1_2",4,4,7,9
"ENSG00000109063.14_2",241,271,301,214
"ENSG00000261433.1_5",1,1,9,4
"ENSG00000133028.11_3",1347,1460,1072,1015
"ENSG00000170222.11_2",73,80,73,68
"ENSG00000187824.8_5",26,40,136,143
"ENSG00000264176.1_4",4,5,7,0
"ENSG00000266368.1_6",6,0,2,1
"ENSG00000154957.13_5",126,141,107,77
"ENSG00000065559.14_3",1142,1166,1060,1015
"ENSG00000006740.16_2",97,136,54,55
"ENSG00000006744.18_4",1178,1352,871,770
"ENSG00000153976.2_2",15,21,16,8
"ENSG00000236088.9_3",122,141,98,77
"ENSG00000006695.10_2",506,536,404,383
"ENSG00000231595.1_5",19,13,10,14
"ENSG00000125430.8_3",665,862,824,780
"ENSG00000266709.1_6",408,553,276,250
"ENSG00000230647.1_6",130,194,129,111
"ENSG00000230897.1_4",18,23,23,24
"ENSG00000226130.1_5",2,5,5,3
"ENSG00000109099.14_3",197,196,124,107
"ENSG00000125409.12_4",11,14,19,21
"ENSG00000266667.1_5",2,0,5,1
"ENSG00000239704.10_4",24,23,67,50
"ENSG00000175106.16_4",107,119,154,105
"ENSG00000266538.1_6",5,6,12,14
"ENSG00000241322.4",0,4,4,6
"ENSG00000221926.12_5",90,99,106,93
"ENSG00000187607.15_4",211,195,183,124
"ENSG00000233966.1_2",7,8,3,3
"ENSG00000227018.1_2",14,13,3,4
"ENSG00000276855.1_5",1,6,2,3
"ENSG00000170425.3_2",133,145,127,129
"ENSG00000214941.7_3",139,159,126,145
"ENSG00000011295.15_5",637,706,461,444
"ENSG00000275413.1_2",1,5,8,2
"ENSG00000141027.20_4",4847,5656,3936,3769
"ENSG00000108474.16_3",228,278,264,232
"ENSG00000166582.9_2",1014,1285,868,722
"ENSG00000170315.13_3",6807,8144,4504,4536
"ENSG00000265401.1_5",20,39,4,17
"ENSG00000265095.1_4",3,7,8,6
"ENSG00000187688.14_3",268,253,235,231
"ENSG00000175061.17_2",2352,2962,3906,3465
"ENSG00000181350.11_3",5,9,4,4
"ENSG00000235554.1_2",4,16,12,12
"ENSG00000197566.9_3",112,134,56,75
"ENSG00000231458.2_4",2,2,10,4
"ENSG00000226478.3_2",23,18,7,10
"ENSG00000133030.20_4",1565,1869,1646,1509
"ENSG00000278864.1_6",27,42,36,22
"ENSG00000179598.5_3",111,101,97,63
"ENSG00000264187.1_6",8,3,4,1
"ENSG00000154803.12_3",257,299,334,335
"ENSG00000141030.12_2",818,986,567,520
"ENSG00000205309.13_3",11,17,9,12
"ENSG00000215030.5_4",98,134,109,186
"ENSG00000141026.5_2",184,223,189,160
"ENSG00000108551.4_2",61,86,114,121
"ENSG00000133027.17_2",156,199,233,224
"ENSG00000108557.18_5",1213,1477,1190,1009
"ENSG00000072310.16_3",1419,1773,1598,1625
"ENSG00000175662.17_4",351,373,375,381
"ENSG00000171962.17_4",7,10,5,6
"ENSG00000171953.15_3",267,267,219,226
"ENSG00000141034.9_3",290,339,421,385
"ENSG00000108591.9_4",281,326,302,256
"ENSG00000091536.17_4",0,5,5,2
"ENSG00000091542.8_2",1337,1756,1329,1094
"ENSG00000131899.10_2",568,761,667,595
"ENSG00000177731.15_4",2734,3324,2270,2144
"ENSG00000177427.12_4",56,76,100,72
"ENSG00000177302.14_3",631,710,419,347
"ENSG00000176994.10_2",1293,1368,1254,1233
"ENSG00000176974.19_4",655,789,377,340
"ENSG00000230662.1_4",12,11,5,8
"ENSG00000227077.3_5",7,16,12,9
"ENSG00000174977.8_5",73,64,62,62
"ENSG00000249459.8_3",73,74,67,60
"ENSG00000264885.1_6",35,43,30,23
"ENSG00000240445.3_2",56,61,43,25
"ENSG00000108448.21_5",52,65,75,46
"ENSG00000171931.12_4",2,5,47,54
"ENSG00000171928.13_3",536,563,195,194
"ENSG00000141127.14_3",446,501,361,336
"ENSG00000188522.14_3",876,1023,1043,923
"ENSG00000154016.13_2",114,110,38,30
"ENSG00000072134.15_5",686,792,752,754
"ENSG00000265263.1_5",3,5,12,4
"ENSG00000108641.15_5",95,120,99,99
"ENSG00000166484.19_3",371,490,415,455
"ENSG00000166482.11_3",6,3,3,7
"ENSG00000189343.7_4",1351,1628,1202,1079
"ENSG00000142494.13_3",1063,1291,1272,1132
"ENSG00000266079.4_3",4,5,2,1
"ENSG00000262769.1_6",8,4,15,15
"ENSG00000231625.4_5",1,2,4,5
"ENSG00000072210.18_4",2664,3122,3451,3138
"ENSG00000108602.17_3",4,9,2,1
"ENSG00000270091.1_5",11,13,8,7
"ENSG00000108599.14_3",483,580,517,463
"ENSG00000266126.1_6",7,3,1,2
"ENSG00000128487.16_4",176,161,101,84
"ENSG00000154898.15_5",7,9,8,3
"ENSG00000214832.5_2",119,135,54,48
"ENSG00000189423.12_3",1,4,0,5
"ENSG00000226521.7_5",6,2,2,4
"ENSG00000226549.3_2",307,254,159,320
"ENSG00000264215.1_5",22,16,27,21
"ENSG00000205212.4_3",165,143,76,75
"ENSG00000233098.8_6",709,683,456,468
"ENSG00000264660.2_6",7,7,2,3
"ENSG00000124422.11_4",4845,5661,3410,3109
"ENSG00000109016.17_3",145,158,123,100
"ENSG00000178307.9_2",450,438,310,304
"ENSG00000235530.6_5",17,10,9,10
"ENSG00000274180.1_2",103,110,161,172
"ENSG00000034152.18_3",947,1136,844,845
"ENSG00000212719.11_4",602,634,508,532
"ENSG00000263563.1",67,80,44,69
"ENSG00000265646.2_4",3,6,2,3
"ENSG00000109046.14_2",3332,3830,2804,2547
"ENSG00000265683.1_5",12,19,3,3
"ENSG00000141068.14_5",954,1030,718,799
"ENSG00000168961.16_6",15,14,15,10
