"Geneid","NT_shRNA_hepg2_rep1","NT_shRNA_hepg2_rep2","TARDBP_shRNA_hepg2_rep1","TARDBP_shRNA_hepg2_rep2"
"ENSG00000010803.16_3",1427,1754,1661,1517
"ENSG00000204060.7_4",10,9,13,14
"ENSG00000127124.15_4",2,3,2,5
"ENSG00000198815.8_4",2324,2295,2057,1904
"ENSG00000177181.14_3",174,240,104,96
"ENSG00000066185.12_2",4,5,12,17
"ENSG00000127125.8_3",430,392,541,504
"ENSG00000186409.15_4",48,42,31,46
"ENSG00000171960.10_3",614,688,241,210
"ENSG00000285728.1_1",5,6,11,2
"ENSG00000234917.2_5",4,8,1,5
"ENSG00000065978.18_3",23713,27320,14567,13919
"ENSG00000164007.10_3",140,164,198,176
"ENSG00000117385.15_3",1336,1777,2502,2416
"ENSG00000164008.15_4",85,94,107,87
"ENSG00000274386.5_4",7,6,1,9
"ENSG00000177868.11_2",238,267,168,160
"ENSG00000164010.14_5",114,152,207,198
"ENSG00000228192.7_5",35,37,19,11
"ENSG00000164011.17_3",245,243,187,211
"ENSG00000117394.21_4",7608,9205,2522,2418
"ENSG00000284138.1_4",1,8,1,2
"ENSG00000227533.5_4",12,26,5,5
"ENSG00000283973.1_4",9,11,4,2
"ENSG00000186973.10_2",14,10,22,13
"ENSG00000117395.12_4",1814,1970,893,922
"ENSG00000243710.7_4",18,11,43,35
"ENSG00000179178.10_3",0,0,4,6
"ENSG00000253313.5_2",12,22,114,115
"ENSG00000066056.13_2",203,169,9,21
"ENSG00000117400.17_5",12,5,13,10
"ENSG00000117399.13_2",881,1117,196,157
"ENSG00000066322.14_3",640,655,798,752
"ENSG00000159479.16_2",553,565,520,469
"ENSG00000198198.16_5",1207,1331,1383,1279
"ENSG00000142949.16_3",4693,6207,7312,6723
"ENSG00000066135.12_4",703,689,695,649
"ENSG00000236200.5_5",10,22,8,10
"ENSG00000126091.20_5",77,81,61,46
"ENSG00000237950.1_5",5,6,4,11
"ENSG00000117408.10_2",477,510,564,566
"ENSG00000132768.13_2",497,632,447,389
"ENSG00000117410.13_3",292,382,525,478
"ENSG00000117411.16_2",1056,1353,1295,1321
"ENSG00000159214.12_3",75,74,38,44
"ENSG00000196517.11_5",127,210,573,520
"ENSG00000233514.1_5",39,27,11,13
"ENSG00000178028.13_3",770,891,771,706
"ENSG00000117419.15_4",227,284,208,159
"ENSG00000187147.17_4",1797,1876,1370,1337
"ENSG00000126106.13_2",235,270,184,185
"ENSG00000198520.11_6",13,7,7,5
"ENSG00000142945.12_4",1067,1304,273,264
"ENSG00000225721.5_5",8,15,10,14
"ENSG00000142937.11_2",5063,6978,6572,5492
"ENSG00000200913.1",3,8,4,4
"ENSG00000234093.3_4",10,25,10,7
"ENSG00000142959.4_2",25,35,11,9
"ENSG00000173846.12_2",205,219,244,248
"ENSG00000222009.8_2",544,477,381,394
"ENSG00000117425.13_2",36,64,67,58
"ENSG00000226499.1_5",7,6,4,11
"ENSG00000070785.16_4",347,395,208,162
"ENSG00000126107.14_2",1255,1156,1606,1735
"ENSG00000126088.13_3",807,933,817,756
"ENSG00000162415.6_3",1169,1330,1028,1040
"ENSG00000281912.1_2",11,13,26,22
"ENSG00000132781.17_5",308,331,271,241
"ENSG00000132773.11_2",249,313,228,172
"ENSG00000070759.16_2",97,125,231,203
"ENSG00000280670.2_4",137,151,98,76
"ENSG00000132763.14_2",556,572,440,490
"ENSG00000117450.13_2",3485,4305,2443,1967
"ENSG00000117448.13_3",812,997,807,764
"ENSG00000132780.16_4",8135,9542,2844,2575
"ENSG00000159588.14_3",34,55,45,43
"ENSG00000159592.10_3",2417,2689,2448,2484
"ENSG00000225447.1_4",3,3,7,10
"ENSG00000234329.1_5",14,3,13,8
"ENSG00000159596.6_2",752,780,702,659
"ENSG00000197429.10_3",267,261,182,167
"ENSG00000230896.1_6",8,14,20,9
"ENSG00000086015.20_2",1406,1619,1886,1708
"ENSG00000117461.14_3",133,168,204,160
"ENSG00000117472.9_2",82,94,40,41
"ENSG00000085998.13_2",889,1046,1127,872
"ENSG00000171357.5_2",2,6,1,3
"ENSG00000085999.11_3",597,763,175,158
"ENSG00000132128.16_3",1220,1277,1306,1231
"ENSG00000173660.11_2",1878,2097,1552,1384
"ENSG00000117481.10_3",429,503,596,504
"ENSG00000117480.15_2",77,91,131,85
"ENSG00000079277.20_5",711,729,584,590
"ENSG00000142961.14_3",100,115,222,188
"ENSG00000123472.12_4",1633,1891,1528,1464
"ENSG00000159658.10_2",1461,1444,1186,1088
"ENSG00000225506.2_5",4,4,4,7
"ENSG00000162366.7_2",1,4,6,8
"ENSG00000162367.11_2",1,4,7,12
"ENSG00000123473.15_3",885,1035,274,259
"ENSG00000162368.13_2",3675,3857,3758,3309
"ENSG00000237424.1_4",74,73,42,39
"ENSG00000186564.5_2",2,3,0,8
"ENSG00000269113.3_3",3,6,56,72
"ENSG00000117834.12_4",474,604,1273,1142
"ENSG00000272491.1_5",2,5,1,2
"ENSG00000132122.11_5",151,134,111,102
"ENSG00000235105.1_5",3,7,5,8
"ENSG00000162373.12_3",10,5,0,4
"ENSG00000185104.19_3",666,822,440,406
"ENSG00000123080.10_2",304,373,107,89
"ENSG00000123091.4_2",1029,1106,1128,1208
"ENSG00000233406.5_5",5,10,9,9
"ENSG00000085831.15_5",59,51,29,15
"ENSG00000085832.16_5",1036,1221,974,968
"ENSG00000117859.18_5",4743,5203,3249,3046
"ENSG00000078618.21_3",2995,3389,2287,2212
"ENSG00000266993.3_6",5,6,16,6
"ENSG00000169213.6_2",1584,1391,872,851
"ENSG00000117862.12_4",139,206,181,176
"ENSG00000198841.3_3",39,41,36,44
"ENSG00000134717.17_3",1345,1232,1387,1437
"ENSG00000157077.14_3",737,851,1065,993
"ENSG00000154222.14_3",488,600,555,513
"ENSG00000224680.4_4",2,1,7,4
"ENSG00000085840.12_2",428,471,109,102
"ENSG00000134748.12_2",1335,1497,1060,976
"ENSG00000134744.13_4",3529,3877,3036,2742
"ENSG00000116157.5_2",114,98,181,198
"ENSG00000162377.5_2",825,959,684,676
"ENSG00000162378.12_2",651,589,558,465
"ENSG00000228929.1_4",51,75,70,85
"ENSG00000121310.16_3",1034,1233,1443,1317
"ENSG00000116171.17_4",1179,1366,1637,1513
"ENSG00000236360.2_5",5,4,4,3
"ENSG00000162383.12_5",1,9,11,17
"ENSG00000157184.6_3",524,583,646,622
"ENSG00000236723.2_5",6,5,8,3
"ENSG00000162384.13_2",444,500,364,309
"ENSG00000162385.10_2",928,1012,466,423
"ENSG00000226754.1_5",6,4,4,6
"ENSG00000157193.16_4",837,1017,438,408
"ENSG00000058804.11_2",2047,2254,427,402
"ENSG00000058799.14_2",481,488,535,431
"ENSG00000211452.10_4",178,189,245,253
"ENSG00000081870.11_2",715,743,421,409
"ENSG00000116212.14_3",426,472,314,249
"ENSG00000219102.3_4",17,18,11,7
"ENSG00000203985.10_2",100,124,96,85
"ENSG00000116209.11_4",1539,1529,2141,2116
"ENSG00000203276.2",3,11,11,10
"ENSG00000116205.13_4",325,353,220,210
"ENSG00000215883.10_3",70,87,71,61
"ENSG00000116221.15_2",3466,3665,2066,2039
"ENSG00000157216.15_4",917,1155,935,844
"ENSG00000162390.17_2",71,57,15,21
"ENSG00000162391.11_4",5,6,2,3
"ENSG00000243725.6_3",137,140,93,74
"ENSG00000162396.5_2",118,145,97,84
"ENSG00000116133.12_3",8942,11254,14178,12997
"ENSG00000242396.1_6",1,4,1,6
"ENSG00000169174.10_2",650,1232,3754,3105
"ENSG00000162402.13_2",3775,3832,3247,2969
"ENSG00000260971.4_5",6,6,3,1
"ENSG00000284686.1_3",5,1,1,0
"ENSG00000223956.2_4",14,15,20,18
"ENSG00000162407.8_3",1166,1243,1157,989
"ENSG00000162409.10_2",1303,1255,1060,1000
"ENSG00000187889.12_5",68,69,172,178
"ENSG00000157131.10_2",286,376,718,712
"ENSG00000021852.12_3",89,143,276,253
"ENSG00000173406.15_4",3,2,10,12
"ENSG00000162600.11_3",386,407,248,229
"ENSG00000185839.3_5",16,19,6,9
"ENSG00000162601.9_2",2308,2400,2058,1867
"ENSG00000177606.6_2",1530,1567,1238,1126
"ENSG00000228121.1_4",0,2,5,1
"ENSG00000224609.7_4",10,8,3,3
"ENSG00000172456.17_3",106,120,78,92
"ENSG00000134709.10_2",1679,1883,1243,1160
"ENSG00000134716.10_3",121,167,276,263
"ENSG00000162599.15_4",787,802,857,840
"ENSG00000237928.5_5",0,1,6,5
"ENSG00000162604.12_5",397,417,519,515
"ENSG00000132849.20_4",609,690,749,668
"ENSG00000132854.18_2",531,627,410,403
"ENSG00000162607.12_3",1560,1919,797,782
"ENSG00000116641.17_3",2581,2892,1988,1787
"ENSG00000132855.4_2",20,20,403,461
"ENSG00000235545.1_5",15,32,112,94
"ENSG00000125703.14_2",251,250,122,116
"ENSG00000088035.16_3",179,151,105,111
"ENSG00000142856.16_2",267,361,111,106
"ENSG00000203965.12_3",162,186,114,96
"ENSG00000116652.6_3",16,24,12,12
"ENSG00000079739.16_4",1332,1790,1990,1768
"ENSG00000244256.2",2,9,4,4
"ENSG00000185483.11_3",40,40,46,48
"ENSG00000284928.1_2",4,2,5,2
"ENSG00000158966.14_3",9,12,0,2
"ENSG00000162437.14_2",862,840,476,427
"ENSG00000162434.11_2",2428,2607,1909,1801
"ENSG00000162433.14_3",2302,2942,3120,2929
"ENSG00000116675.15_3",102,99,117,123
"ENSG00000213625.8_4",1519,1596,2162,1812
"ENSG00000116678.19_4",70,64,146,105
"ENSG00000152763.16_3",32,32,10,8
"ENSG00000198160.14_3",1161,1026,765,699
"ENSG00000116704.7_2",1283,1356,1237,1184
"ENSG00000162594.15_4",0,3,3,8
"ENSG00000142864.14_4",11542,13088,6217,5630
"ENSG00000116717.12_3",1181,1138,1112,1099
"ENSG00000172380.5_2",50,28,81,68
"ENSG00000116729.13_5",16,8,21,23
"ENSG00000229133.1_4",9,6,4,10
"ENSG00000024526.16_3",739,808,160,159
"ENSG00000066557.5_2",767,821,440,431
"ENSG00000116754.13_2",7632,8234,6865,6529
"ENSG00000118454.12_2",527,541,539,517
"ENSG00000197568.13_3",201,173,128,150
"ENSG00000116761.11_2",154,205,207,184
"ENSG00000050628.20_3",0,0,5,3
"ENSG00000132485.13_4",2591,2542,1714,1637
"ENSG00000207721.1",4,0,4,5
"ENSG00000229956.10_5",7,4,9,8
"ENSG00000233994.2_4",33,19,19,24
"ENSG00000162620.15_5",46,48,16,11
"ENSG00000254685.6_3",113,140,91,88
"ENSG00000272864.1_5",5,2,4,1
"ENSG00000116791.13_2",2327,2353,2534,2448
"ENSG00000162623.15_2",1173,1263,683,632
"ENSG00000137968.16_2",624,590,621,539
"ENSG00000230863.3_5",52,41,68,54
"ENSG00000117054.13_4",1901,2070,1362,1130
"ENSG00000181227.3_4",12,5,4,5
"ENSG00000137955.15_3",3145,3794,2428,2040
"ENSG00000226415.1_4",50,70,39,42
"ENSG00000142892.14_4",838,826,607,541
"ENSG00000226084.5_5",79,80,67,65
"ENSG00000036549.12_4",1287,1423,996,925
"ENSG00000077254.14_4",1093,1132,952,824
"ENSG00000180488.15_5",489,486,696,554
"ENSG00000219201.4_5",10,19,8,9
"ENSG00000235613.2_4",8,10,6,4
"ENSG00000235927.4_4",9,2,9,10
"ENSG00000162614.18_4",241,237,187,165
"ENSG00000162613.16_3",6179,6619,2780,2572
"ENSG00000162616.8_3",556,494,528,555
"ENSG00000137960.5_3",641,716,657,518
"ENSG00000273338.1_5",6,12,1,0
"ENSG00000213560.4_5",3,8,8,4
"ENSG00000237413.5_5",0,6,2,1
"ENSG00000137959.15_3",2,6,16,7
"ENSG00000230787.1_4",6,3,1,2
"ENSG00000117114.19_5",743,981,855,758
"ENSG00000137941.16_3",23,11,8,9
"ENSG00000285201.1_2",5,0,0,4
"ENSG00000271576.1_5",19,26,24,23
"ENSG00000142875.19_4",331,290,205,206
"ENSG00000226970.2_5",4,11,8,6
"ENSG00000117133.10_2",863,915,460,413
"ENSG00000174021.10_3",504,506,650,589
"ENSG00000285851.1_1",2,1,8,6
"ENSG00000122432.17_2",14,10,29,23
"ENSG00000117151.12_3",150,99,78,86
"ENSG00000117155.16_3",627,629,214,197
"ENSG00000162643.12_3",8,2,7,8
"ENSG00000280099.1_5",24,19,27,25
"ENSG00000097096.8_2",144,146,81,102
"ENSG00000162642.13_2",294,281,223,181
"ENSG00000142867.13_3",228,244,130,113
"ENSG00000153904.19_4",1507,1845,2778,2766
"ENSG00000142871.16_3",581,506,433,418
"ENSG00000117174.10_3",973,900,529,541
"ENSG00000171502.14_3",7,14,34,19
"ENSG00000122417.15_6",11,6,2,0
"ENSG00000261737.1_5",7,17,16,10
"ENSG00000097033.14_3",2115,2137,1615,1482
"ENSG00000230721.1_5",7,19,8,9
"ENSG00000183291.16_6",1824,1735,1310,1255
"ENSG00000153936.16_3",3134,2828,1567,1424
"ENSG00000267272.5_5",2,11,3,1
"ENSG00000143013.12_2",467,497,483,493
"ENSG00000237505.7_5",0,0,11,12
"ENSG00000279778.1_5",1,0,14,7
"ENSG00000065243.19_3",2406,2676,1333,1305
"ENSG00000207234.1",2,2,5,2
"ENSG00000241975.1_4",9,17,10,13
"ENSG00000137947.11_3",496,504,514,506
"ENSG00000137944.17_5",288,337,341,317
"ENSG00000213516.9_3",526,596,443,408
"ENSG00000117226.11_3",62,44,14,17
"ENSG00000117228.9_2",66,50,90,71
"ENSG00000234518.2_5",57,59,35,42
"ENSG00000162645.12_3",246,348,204,184
"ENSG00000197147.13_3",635,637,521,490
"ENSG00000231999.6_5",6,6,6,5
"ENSG00000171488.14_3",51,35,21,28
"ENSG00000272931.1_5",41,38,35,22
"ENSG00000171492.14_3",1327,1284,1141,1144
"ENSG00000228175.3_4",6,9,7,1
"ENSG00000162664.16_2",1783,1836,1293,1197
"ENSG00000233593.8_6",95,118,134,124
"ENSG00000272094.1_5",2,0,4,8
"ENSG00000122482.20_2",2126,2050,1636,1447
"ENSG00000162669.15_2",45,47,68,73
"ENSG00000097046.12_2",464,529,199,227
"ENSG00000203914.4_4",7,24,26,27
"ENSG00000069702.10_3",5158,6885,3374,2908
"ENSG00000230667.5_3",18,20,11,8
"ENSG00000189195.12_5",84,86,62,43
"ENSG00000174842.16_2",208,232,168,158
"ENSG00000122484.8_2",912,1011,954,985
"ENSG00000162676.11_2",163,230,133,133
"ENSG00000067208.14_3",571,538,383,342
"ENSG00000122406.13_3",13046,16356,12170,11142
"ENSG00000154511.11_2",353,372,351,330
"ENSG00000251795.1",36,28,19,20
"ENSG00000207523.1",10,14,8,14
"ENSG00000143033.17_2",1019,1040,700,589
"ENSG00000117500.12_2",5087,4991,2495,2350
"ENSG00000122483.17_4",521,615,186,158
"ENSG00000223745.7_5",209,252,187,185
"ENSG00000229567.1_5",1,2,5,5
"ENSG00000117505.12_2",1066,1255,833,752
"ENSG00000137942.16_2",2944,3004,1979,1891
"ENSG00000137936.17_5",143,155,101,106
"ENSG00000224093.5_5",377,467,859,896
"ENSG00000260464.1_5",10,11,8,23
"ENSG00000067334.13_3",1488,1645,744,721
"ENSG00000023909.9_2",689,617,390,367
"ENSG00000198691.12_3",61,68,67,55
"ENSG00000137962.12_2",1945,1852,1210,1227
"ENSG00000117528.12_3",3102,3197,2081,1789
"ENSG00000117525.13_2",163,195,431,389
"ENSG00000224081.8_4",49,63,66,58
"ENSG00000143036.16_3",179,166,180,180
"ENSG00000117519.15_2",4389,5017,3235,3029
"ENSG00000235501.5_5",151,204,212,232
"ENSG00000172339.9_2",148,212,147,138
"ENSG00000152078.9_3",395,442,894,854
"ENSG00000271092.5_4",2,6,6,4
"ENSG00000226026.5_5",3,1,5,1
"ENSG00000122481.16_3",59,96,75,50
"ENSG00000228502.1_4",200,218,224,237
"ENSG00000137970.7_4",144,173,140,160
"ENSG00000117569.18_2",646,561,516,524
"ENSG00000188641.13_4",19,36,119,103
"ENSG00000228057.1_4",29,37,29,27
"ENSG00000162627.16_3",490,584,353,320
"ENSG00000227034.1_5",11,3,5,8
"ENSG00000099260.10_3",1840,1605,1222,1297
"ENSG00000156869.13_3",187,229,341,279
"ENSG00000162688.16_3",1248,1215,894,793
"ENSG00000228084.1_5",3,5,6,4
"ENSG00000117620.14_3",833,836,536,513
"ENSG00000283761.1_4",7,7,4,2
"ENSG00000156875.13_3",137,243,203,153
"ENSG00000156876.9_3",647,784,182,190
"ENSG00000122435.9_2",441,460,368,322
"ENSG00000122477.12_2",6,8,6,9
"ENSG00000137992.14_2",392,435,440,379
"ENSG00000224616.2_5",6,6,11,3
"ENSG00000137996.12_2",1129,983,780,882
"ENSG00000079335.19_4",231,264,244,239
"ENSG00000162692.11_3",0,0,8,5
"ENSG00000162694.13_3",561,536,430,429
"ENSG00000273204.1_5",17,7,5,5
"ENSG00000162695.11_3",971,1040,1319,1178
"ENSG00000117543.20_4",751,815,420,363
"ENSG00000233184.6_5",56,51,71,42
"ENSG00000228399.1_5",6,4,7,3
"ENSG00000183298.5_4",36,40,52,44
"ENSG00000060718.21_4",1,1,7,3
"ENSG00000185946.15_3",510,550,399,325
"ENSG00000240038.6_3",25,17,16,16
"ENSG00000232952.1_5",21,19,6,4
"ENSG00000198890.8_4",745,735,540,439
"ENSG00000162631.18_2",7,6,7,2
"ENSG00000224550.1_5",3,1,12,6
"ENSG00000134215.15_3",897,917,574,556
"ENSG00000085491.16_3",719,721,389,355
"ENSG00000162636.15_2",71,71,36,34
"ENSG00000134186.11_2",2953,3127,1834,1787
"ENSG00000116266.10_2",458,515,401,318
"ENSG00000121957.13_5",404,520,168,170
"ENSG00000121940.15_3",1058,1193,961,844
"ENSG00000085433.15_5",220,219,191,168
"ENSG00000244716.3_5",70,55,69,79
"ENSG00000228665.2_5",2,1,5,1
"ENSG00000197780.9_2",271,258,288,297
"ENSG00000273382.1_6",25,25,33,22
"ENSG00000215717.5_3",506,549,293,270
"ENSG00000116299.16_2",8,5,5,6
"ENSG00000031698.12_2",2081,2424,1912,1795
"ENSG00000143126.7_2",957,1336,1287,1116
"ENSG00000134222.16_5",547,763,246,224
"ENSG00000221986.6_2",20,42,46,44
"ENSG00000134243.11_3",3627,4343,3632,3174
"ENSG00000143106.12_2",1154,1337,894,832
"ENSG00000143028.8_2",49,49,90,96
"ENSG00000162650.16_3",103,126,154,122
"ENSG00000174151.14_5",269,293,277,255
"ENSG00000181754.6_2",60,78,101,117
"ENSG00000065135.10_3",1423,1445,1087,1002
"ENSG00000116337.15_5",1078,1420,1587,1454
"ENSG00000168765.16_2",559,662,822,807
"ENSG00000213366.12_3",76,98,149,94
"ENSG00000241720.2_6",4,5,3,1
"ENSG00000134202.10_2",459,564,532,417
"ENSG00000198758.10_3",976,1317,600,590
"ENSG00000184371.13_4",720,685,883,1001
"ENSG00000168710.17_3",2964,3600,3189,3020
"ENSG00000143093.14_3",549,604,647,581
"ENSG00000258634.3_6",145,159,197,218
"ENSG00000116396.14_4",32,43,24,13
"ENSG00000227963.1_5",12,14,7,11
"ENSG00000162775.14_3",362,454,239,191
"ENSG00000224699.8_4",28,36,42,20
"ENSG00000168679.17_4",131,91,127,134
"ENSG00000273373.1_5",87,92,89,81
"ENSG00000134248.13_3",557,594,448,472
"ENSG00000237415.2_4",8,1,3,3
"ENSG00000121931.15_3",1558,1739,1331,1337
"ENSG00000273010.1_5",2,4,6,5
"ENSG00000156171.14_2",497,581,500,422
"ENSG00000134255.13_2",853,869,702,593
"ENSG00000064886.13_3",2,5,6,12
"ENSG00000173947.13_3",13,12,10,7
"ENSG00000236012.2_4",3,5,1,5
"ENSG00000085465.12_2",71,83,139,121
"ENSG00000260948.1_5",44,61,34,32
"ENSG00000243960.1_6",10,5,9,3
"ENSG00000116455.13_3",639,703,379,326
"ENSG00000116459.10_3",2198,2547,1704,1465
"ENSG00000143110.11_2",12,23,23,16
"ENSG00000116473.14_2",680,687,512,473
"ENSG00000197852.10_4",12,10,9,7
"ENSG00000227811.2_5",10,22,13,16
"ENSG00000284830.1_2",12,7,8,4
"ENSG00000064703.11_2",489,567,309,335
"ENSG00000143079.14_4",870,684,469,572
"ENSG00000134245.17_2",32,38,21,25
"ENSG00000273483.1_5",8,5,2,0
"ENSG00000007341.18_3",375,422,274,262
"ENSG00000116489.12_2",2332,2392,1554,1521
"ENSG00000238975.1",6,14,3,4
"ENSG00000155363.18_2",1609,1927,2169,2123
"ENSG00000155366.16_3",388,474,532,480
"ENSG00000155380.11_4",3317,3837,1974,1848
"ENSG00000226419.7_5",180,249,149,105
"ENSG00000198799.11_3",417,465,544,472
"ENSG00000081026.18_3",465,503,357,324
"ENSG00000232499.2_5",104,99,43,46
"ENSG00000116793.15_4",548,600,331,284
"ENSG00000232450.1_5",15,12,10,12
"ENSG00000081019.13_3",497,546,274,258
"ENSG00000134242.15_2",0,0,6,0
"ENSG00000188761.12_3",5,1,4,1
"ENSG00000134262.12_2",181,166,167,144
"ENSG00000118655.5_3",429,495,198,172
"ENSG00000163349.21_4",1879,1980,1947,1930
"ENSG00000116774.11_2",267,238,259,239
"ENSG00000197323.11_3",4329,4168,2726,2518
"ENSG00000225650.2_4",1,0,6,2
"ENSG00000236480.1_4",7,2,3,2
"ENSG00000116752.5_2",830,813,339,329
"ENSG00000175984.14_3",19,15,31,30
"ENSG00000213281.4_2",3589,3739,2861,2803
"ENSG00000009307.15_5",12834,13910,9357,8390
"ENSG00000052723.11_3",1214,1283,759,669
"ENSG00000173218.14_2",631,697,683,650
"ENSG00000163393.12_2",30,40,72,52
"ENSG00000173212.4_2",72,108,51,36
"ENSG00000235933.1_4",0,2,1,6
"ENSG00000163399.15_3",18797,21260,16459,15527
"ENSG00000269279.1",6,18,3,8
"ENSG00000203865.9_4",13,21,15,13
"ENSG00000233154.5_5",3,6,4,1
"ENSG00000224950.2_5",13,13,1,6
"ENSG00000116815.15_4",173,134,160,135
"ENSG00000177173.5_4",29,31,15,16
"ENSG00000143061.17_4",34,24,12,8
"ENSG00000134247.9_2",420,477,764,776
"ENSG00000116830.11_2",883,995,508,459
"ENSG00000134253.9_5",66,84,44,52
"ENSG00000198162.12_3",1690,1704,1569,1419
"ENSG00000183508.4_3",5,6,2,3
"ENSG00000228217.1_4",22,24,15,20
"ENSG00000196505.10_2",535,567,463,445
"ENSG00000065183.15_2",1176,1388,1024,825
"ENSG00000092607.14_3",32,22,124,126
"ENSG00000116874.11_3",304,304,272,255
"ENSG00000231365.5_5",110,135,97,73
"ENSG00000227712.1_5",4,5,11,7
"ENSG00000232650.5_4",9,22,22,28
"ENSG00000116882.14_4",0,5,8,1
"ENSG00000143067.4_2",349,416,342,299
"ENSG00000092621.12_4",841,1327,1569,1337
"ENSG00000134240.11_2",3,4,177,147
"ENSG00000261662.1_5",3,2,6,2
"ENSG00000134250.19_3",1008,1103,1186,975
"ENSG00000273131.1",94,74,113,112
"ENSG00000188610.8",242,286,51,58
"ENSG00000171943.7",148,148,83,69
"ENSG00000269996.1",546,514,405,335
"ENSG00000233432.2_5",7,3,4,1
"ENSG00000272583.1_5",12,9,15,11
"ENSG00000231752.6_3",72,74,81,92
"ENSG00000230880.2",11,10,4,11
"ENSG00000203849.6",397,446,287,242
"ENSG00000225015.1",62,56,72,56
"ENSG00000233218.1",15,15,22,18
"ENSG00000236055.1",6,3,2,3
"ENSG00000234978.1",31,31,15,13
"ENSG00000232745.2",9,4,5,2
"ENSG00000232274.2",394,367,350,321
"ENSG00000230850.3",30,45,31,21
"ENSG00000237291.2",5,8,6,5
"ENSG00000232336.1",10,11,11,8
"ENSG00000234654.1",3,6,6,2
"ENSG00000185044.10",58,48,52,50
"ENSG00000238261.5",85,71,72,65
"ENSG00000223804.1",3,5,7,5
"ENSG00000231734.4",4,11,3,9
"ENSG00000226637.1",2,2,8,5
"ENSG00000215784.5_2",145,200,39,23
"ENSG00000196369.6",245,223,150,140
"ENSG00000225241.3",187,230,194,198
"ENSG00000168614.13",168,216,154,171
"ENSG00000178104.19_3",263,349,228,209
"ENSG00000268172.1",1,2,2,5
"ENSG00000272755.1_5",3,7,5,3
"ENSG00000265808.3_1",1193,1184,1092,1060
"ENSG00000177144.7_4",22,22,11,15
"ENSG00000264343.5_4",67,68,111,72
"ENSG00000213240.8_6",9,5,10,6
"ENSG00000233396.7_4",56,62,48,41
"ENSG00000168509.19_4",0,2,13,6
"ENSG00000265972.5_2",2175,2624,3592,3470
"ENSG00000121851.12_3",192,206,141,115
"ENSG00000272031.2_3",26,18,15,13
"ENSG00000271601.3_2",990,820,541,593
"ENSG00000265241.6_4",2647,2871,1550,1573
"ENSG00000211451.12_2",26,48,32,60
"ENSG00000131779.10_3",284,282,157,146
"ENSG00000143127.12_2",190,182,114,128
"ENSG00000198483.12_2",4,7,0,0
"ENSG00000131788.15_3",566,582,465,449
"ENSG00000186364.11_2",56,67,59,57
"ENSG00000186141.8_2",701,665,414,427
"ENSG00000265491.4_2",903,804,704,647
"ENSG00000174827.13_2",474,559,1120,882
"ENSG00000117262.18_2",86,121,111,94
"ENSG00000152042.13",4,11,8,10
"ENSG00000232637.3",76,70,77,69
"ENSG00000186275.7",124,142,137,147
"ENSG00000234225.2_5",0,5,3,1
"ENSG00000225603.3_5",4,5,4,6
"ENSG00000230832.3_5",19,9,2,8
"ENSG00000131791.7_2",3477,4169,4564,4111
"ENSG00000180867.11_3",378,406,377,344
"ENSG00000237188.4_6",9,2,5,4
"ENSG00000131781.12_3",914,1460,2804,2369
"ENSG00000271721.1",202,212,164,146
"ENSG00000226015.2_2",153,219,229,209
"ENSG00000236806.1_4",5,1,4,7
"ENSG00000131778.18_3",2972,3484,2812,2670
"ENSG00000116128.10_3",818,864,858,937
"ENSG00000162836.11_3",738,836,796,758
"ENSG00000188092.14_3",13,15,10,20
"ENSG00000203836.7",7,10,10,1
"ENSG00000122497.13",184,251,174,174
"ENSG00000223612.3_5",2,5,2,2
"ENSG00000203832.6",112,107,129,122
"ENSG00000266338.6_2",296,346,281,265
"ENSG00000203827.7",21,23,29,30
"ENSG00000232527.3",89,84,71,70
"ENSG00000263590.2_6",57,72,85,69
"ENSG00000203817.5",6,11,1,1
"ENSG00000233368.2",3,5,5,3
"ENSG00000223759.2",1,3,5,8
"ENSG00000203815.2",3,6,7,5
"ENSG00000203814.6_3",3,3,14,16
"ENSG00000220323.4_5",185,186,181,173
"ENSG00000261716.2_5",203,194,251,254
"ENSG00000184678.10_2",268,193,954,992
"ENSG00000184260.5_2",11,15,1,1
"ENSG00000178096.8_2",14,20,7,12
"ENSG00000159164.9_2",129,155,153,127
"ENSG00000143368.9_2",2595,2637,1535,1582
"ENSG00000014914.20_2",108,92,50,56
"ENSG00000264522.5_2",992,879,1087,952
"ENSG00000285184.2_2",84,74,76,63
"ENSG00000136631.14_5",429,463,330,289
"ENSG00000023902.13_2",195,211,132,96
"ENSG00000143401.14_4",1988,2314,697,560
"ENSG00000118298.11_3",85,129,75,71
"ENSG00000117362.12_3",966,1271,1024,851
"ENSG00000118292.8_2",5,4,9,9
"ENSG00000159208.15_3",9,7,4,6
"ENSG00000266472.5_2",1055,1149,724,629
"ENSG00000117360.12_2",1353,1391,965,768
"ENSG00000163125.15_4",1878,2043,1529,1488
"ENSG00000143374.16_3",700,822,491,481
"ENSG00000143369.14_3",86,97,48,53
"ENSG00000228126.1_4",16,30,24,26
"ENSG00000143382.14_3",1023,1124,1485,1519
"ENSG00000203804.4_2",1,5,1,3
"ENSG00000143384.12_3",3918,4376,3555,3242
